peak_number,pc1_lsl_time,pc2_lsl_time,calculated_offset,rr_interval,heart_rate,time_recorded
1435,5883.7187206,5842.3154307,41.403289899999436,0.8315563000005568,72.153863785242,13:25:52
1436,5884.5501516,5843.1470551,41.403096500000174,0.8316243999997823,72.14795525481901,13:25:53
1437,5885.4125785,5844.0082285,41.404349999999795,0.8611733999996432,69.67237956957898,13:25:54
1438,5886.2571541,5844.8545265,41.402627599999505,0.8462980000003881,70.89701263617837,13:25:55
1439,5887.1201617,5845.7164011,41.40376059999926,0.861874600000192,69.61569583322984,13:25:56
1440,5887.9364694,5846.5320388,41.404430599999614,0.81563769999957,73.56207296454251,13:25:57
1441,5888.7674761,5847.3645946,41.40288150000015,0.8325557999996818,72.06724161914785,13:25:58
1442,5889.554062,5848.1497394,41.40432260000034,0.7851448000001255,76.41902487285199,13:25:58
1443,5890.3838695,5848.9793641,41.404505400000744,0.8296246999998402,72.32185830534162,13:25:59
1444,5891.261249,5849.8569151,41.40433389999998,0.8775510000004942,68.37209461326601,13:26:00
1445,5892.1552024,5850.7505279,41.40467450000051,0.8936127999995733,67.14317431445549,13:26:01
1446,5893.0330329,5851.628826,41.404206899999735,0.8782981000003929,68.31393578099869,13:26:02
1447,5893.9546162,5852.5505899,41.404026299999714,0.9217638999998599,65.09259041280433,13:26:03
1448,5894.8645702,5853.4604828,41.40408740000021,0.909892900000159,65.94182677982158,13:26:04
1449,5895.725984,5854.3220035,41.40398049999931,0.8615207000002556,69.64429293455422,13:26:04
1450,5896.5570381,5855.153075,41.4039630999996,0.8310714999997799,72.19595425906903,13:26:05
1451,5897.3884252,5855.9836954,41.404729799999586,0.8306204000000434,72.23516301790428,13:26:06
1452,5898.2057304,5856.8023237,41.40340670000023,0.8186282999995456,73.29333715928622,13:26:07
1453,5899.0046958,5857.5999485,41.404747300000054,0.7976248000004489,75.22333809074922,13:26:08
1454,5899.7913405,5858.3872446,41.40409590000036,0.7872960999993666,76.21020858613204,13:26:09
1455,5900.6540008,5859.2503771,41.403623700000026,0.8631325000005745,69.51424028171812,13:26:09
1456,5901.5470661,5860.1425213,41.40454479999971,0.8921442000000752,67.25370181187631,13:26:10
1457,5902.444442,5861.0409916,41.40345040000011,0.8984702999996443,66.78017069682075,13:26:11
1458,5903.3166338,5861.9122228,41.40441100000044,0.8712311999997837,68.8680570668439,13:26:12
1459,5904.2086297,5862.8042912,41.40433849999954,0.8920684000004258,67.25941643036718,13:26:13
1460,5905.1177358,5863.7140759,41.40365990000009,0.909784700000273,65.94966919094374,13:26:14
1461,5906.0121631,5864.6092115,41.40295160000005,0.8951355999997759,67.02895069754238,13:26:15
1462,5906.8869467,5865.4822137,41.404733000000306,0.8730021999999735,68.72834913818295,13:26:16
1463,5907.7353314,5866.3318191,41.40351230000033,0.8496053999997457,70.62102006415915,13:26:16
1464,5908.6418061,5867.2374948,41.4043113000007,0.905675699999847,66.24887915178704,13:26:17
1465,5909.5205464,5868.116577,41.40396940000028,0.8790822000000844,68.25300296149125,13:26:18
1466,5910.3203519,5868.9158168,41.40453509999952,0.7992398000005778,75.07133653749052,13:26:19
1467,5911.134631,5869.7305562,41.40407479999976,0.8147393999997803,73.64317964740158,13:26:20
1468,5911.9376778,5870.5337224,41.40395539999918,0.8031662000003053,74.70433890267941,13:26:21
1469,5912.7680975,5871.3637081,41.40438940000058,0.8299856999992699,72.29040211181082,13:26:22
1470,5913.568689,5872.1659971,41.40269189999981,0.8022890000002008,74.78601850453514,13:26:22
1471,5914.4013842,5872.996959,41.40442520000033,0.8309619000001476,72.20547656876849,13:26:23
1472,5915.279588,5873.8765305,41.403057500000614,0.8795714999996562,68.21503425250073,13:26:24
1473,5916.1578692,5874.753605,41.4042642000004,0.8770745000001625,68.409240036039,13:26:25
1474,5916.9898935,5875.5860334,41.4038601000002,0.8324284000000262,72.07827123629866,13:26:26
1475,5917.8815783,5876.4776377,41.40394060000017,0.8916042999999263,67.29442646250692,13:26:27
1476,5918.7602005,5877.3560136,41.40418690000024,0.8783758999998099,68.30788504103197,13:26:28
